ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4611040,Source1,2,2022-05-04T17:02:00Z,2022-05-04T17:40:18Z,36.827184,-76.132622,36.819252,-76.127004,0.63,Stationary traffic on VA-410 from Baxter Rd (VA-410/Independence Blvd/VA-225) to S Plaza Trl (Independence Blvd/VA-225) due to accident.,S Independence Blvd,Virginia Beach,Virginia Beach (City),VA,23452-1105,US,US/Eastern,KNTU,2022-05-04T16:58:00Z,79,79,69,29.86,10,ESE,15,0,Thunder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1666246,Source2,2,2020-02-25T12:59:26Z,2020-02-25T13:44:17Z,40.828609,-73.293137,,,0,Accident on CR-4 Commack Rd at New Hwy.,Hauppauge Rd,Commack,Suffolk,NY,11725,US,US/Eastern,KFRG,2020-02-25T12:53:00Z,50,50,77,29.72,8,SSE,6,0,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-671046,Source2,3,2022-03-19T15:56:33Z,2022-03-19T16:26:23Z,47.462955,-122.247307,,,0,Right lane blocked due to crash on I-405 Northbound at Exit 1 WA-181 Valley Hwy.,I-405 N,Seattle,King,WA,98188,US,US/Pacific,KSEA,2022-03-19T15:58:00Z,44,36,73,29.54,10,NNE,17,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-345833,Source2,2,2017-02-26T14:50:31Z,2017-02-26T15:35:12Z,34.374886,-118.497009,,,0.01,Accident on CA-14 Southbound at Exit 3 Sierra Hwy.,CA-14 S,Newhall,Los Angeles,CA,91321,US,US/Pacific,K3A6,2017-02-26T14:51:00Z,56,56,72,29.06,10,S,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5016125,Source1,2,2022-05-27T19:54:55Z,2022-05-27T22:37:12Z,42.173732,-121.747311,42.173626,-121.74704,0.016,A crash has occurred causing no to minimum delays. Use caution.,South Side Byp,Klamath Falls,Klamath,OR,97603,US,US/Pacific,KLMT,2022-05-27T19:53:00Z,54,54,64,25.79,10,NNW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5998635,Source1,2,2021-05-29T17:52:35Z,2021-05-29T19:14:48Z,34.994248,-81.950484,34.994403,-81.949976,0.031,Incident on I-85 NB near MM 6 Road closed. Take alternate route.,I-85 Bus N,Spartanburg,Spartanburg,SC,29303,US,US/Eastern,KSPA,2021-05-29T17:55:00Z,79,79,42,28.95,10,SW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6297236,Source1,2,2021-10-09T18:01:00Z,2021-10-09T20:32:15Z,35.979876,-119.295061,35.9816,-119.295081,0.119,Accident from S Park Dr / E Howard Ave to Wright Ave.,N Park Dr,Pixley,Tulare,CA,93256-9753,US,US/Pacific,KPTV,2021-10-09T17:56:00Z,69,69,39,29.64,10,NW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6153560,Source1,2,2021-07-10T17:21:24Z,2021-07-10T18:59:04Z,34.941538,-82.074086,34.929655,-82.084355,1.006,Incident on I-85 SB near MM 65 Road closed. Take alternate route.,I-85 S,Wellford,Spartanburg,SC,29385,US,US/Eastern,KGSP,2021-07-10T16:53:00Z,89,89,46,28.99,10,SSE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4482821,Source1,2,2022-05-21T06:36:00Z,2022-05-21T08:41:53Z,39.11876,-122.889301,39.118153,-122.886819,0.14,Accident from CA-29 (Nice-Lucerne Cutoff Rd) to CA-20 (Nice-Lucerne Cutoff).,Nice Lucerne Cut Off,Lakeport,Lake,CA,95453,US,US/Pacific,KUKI,2022-05-21T06:56:00Z,49,49,66,29.27,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1817801,Source2,2,2019-11-13T15:55:00Z,2019-11-13T16:39:49Z,41.219769,-96.043121,,,0,Accident on F St Eastbound at 84th St.,S 84th St,Omaha,Douglas,NE,68127-1702,US,US/Central,KMLE,2019-11-13T15:55:00Z,41,36,71,28.87,10,NW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7227512,Source1,2,2020-01-17T17:44:00Z,2020-01-17T18:53:23Z,38.004458,-122.038839,38.004458,-122.038839,0,At CA-242 - Accident.,CA-4 E,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,2020-01-17T17:53:00Z,46,44,86,30.26,6,NE,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-328749,Source2,2,2017-01-27T14:29:06Z,2017-01-27T14:59:24Z,39.641144,-84.218994,,,0,Accident on Lois Cir both ways at Creek Water Dr.,Creek Water Dr,Dayton,Montgomery,OH,45459,US,US/Eastern,KMGY,2017-01-27T14:53:00Z,33.1,24.9,61,29.9,10,West,10.4,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3609732,Source1,2,2017-04-26T12:46:24Z,2017-04-26T18:46:24Z,33.93133,-118.36903,33.93133,-118.36903,0,Ramp to I-105/Century Fwy/G Anderson Fwy - Accident.,W Imperial Hwy,Los Angeles,Los Angeles,CA,90045,US,US/Pacific,KLAX,2017-04-26T12:53:00Z,70,,53,29.88,10,WSW,13.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7337037,Source1,2,2019-10-11T14:19:00Z,2019-10-11T15:10:41Z,38.55177,-121.69917,38.55176,-121.69923,0.003,At Mace Blvd - Accident.,I-80 E,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,2019-10-11T14:20:00Z,75,75,14,29.93,10,N,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3143306,Source2,3,2017-12-21T05:11:53Z,2017-12-21T05:41:29Z,42.382221,-71.07679,,,0,Right hand shoulder closed due to accident on 93 Southbound after Cambridge St.,I-93 S,Charlestown,Suffolk,MA,02129,US,US/Eastern,KBOS,2017-12-21T04:54:00Z,28.9,18.2,51,30.04,10,NW,13.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-657512,Source2,2,2022-04-07T07:28:26Z,2022-04-07T08:28:10Z,34.196346,-79.655373,,,0,Crash on US-301 Palmetto St at Price Rd.,Francis Marion Rd,Florence,Florence,SC,29506,US,US/Eastern,KFLO,2022-04-07T07:53:00Z,65,65,90,29.5,10,W,7,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2494082,Source2,2,2018-10-03T05:57:54Z,2018-10-03T06:27:22Z,39.639233,-75.617889,,,0,Accident on Saienni Blvd at Quindome Dr.,Saienni Blvd,New Castle,New Castle,DE,19720-5182,US,US/Eastern,KILG,2018-10-03T05:51:00Z,64.9,,97,30.04,6,NW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-6563975,Source1,2,2021-02-04T21:57:00Z,2021-02-04T23:19:19Z,37.96007,-122.509585,37.94781,-122.513245,0.87,SB 101 JSO CAL PARK HILL. 34-Z1 FIRE 97 TAKING 3 AND 4 LANE,Redwood Hwy,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,2021-02-04T21:55:00Z,43,40,81,30.16,10,NNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1629184,Source2,2,2020-02-04T09:07:11Z,2020-02-04T11:23:59Z,34.005695,-117.960114,,,0,Two lanes blocked due to accident on CA-60 Westbound before Exit 16 Hacienda Blvd.,CA-60 W,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2020-02-04T08:53:00Z,53,53,15,30.05,10,E,20,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5151800,Source1,2,2022-08-31T15:26:00Z,2022-08-31T17:26:07Z,37.770941,-121.546981,37.771032,-121.546951,0.006,Incident on S CENTRAL PKY near E HERITAGE DR Drive with caution.,E Heritage Dr,Tracy,San Joaquin,CA,95391,US,US/Pacific,KLVK,2022-08-31T15:53:00Z,94,94,15,29.47,10,WSW,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1418208,Source2,2,2020-08-10T07:44:32Z,2020-08-10T08:46:20Z,32.400928,-93.693466,,,0,Accident on LA-523 Flournoy Lucas Rd at LA-1.,E Flournoy Lucas Rd,Shreveport,Caddo,LA,71115-3806,US,US/Central,KBAD,2020-08-10T07:55:00Z,81,81,84,29.91,10,SW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7442669,Source1,2,2019-02-07T16:07:13Z,2019-02-07T20:07:13Z,44.630211,-123.063005,44.630289,-123.063757,0.037,At I-5/Pacific Hwy - Accident.,Santiam Hwy SE,Albany,Linn,OR,97322,US,US/Pacific,KCVO,2019-02-07T15:56:00Z,37,34.5,76,30.29,10,East,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2524350,Source2,3,2018-10-17T18:34:20Z,2018-10-17T19:18:49Z,30.191727,-81.704681,,,0,1 center lane blocked due to accident on I-295 Northbound at Henry H Buckman Bridge.,W Beltway N,Jacksonville,Duval,FL,32244,US,US/Eastern,KNIP,2018-10-17T18:53:00Z,86,,72,30.1,10,ESE,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3905616,Source1,2,2022-04-28T21:56:00Z,2022-04-28T23:15:39Z,30.422369,-91.139911,30.421981,-91.132756,0.427,Incident on CONSTITUTION AVE near COLLEGE DR Drive with caution.,College Dr,Baton Rouge,East Baton Rouge,LA,70808-3201,US,US/Central,KBTR,2022-04-28T21:53:00Z,63,63,65,29.93,10,ENE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2412858,Source2,3,2018-12-23T11:50:56Z,2018-12-23T12:31:00Z,44.759556,-93.247765,,,0,Accident on I-35E Northbound at Exit 90 CR-11.,I-35E S,Burnsville,Dakota,MN,55337,US,US/Central,KMSP,2018-12-23T11:53:00Z,25,11.7,69,30.07,10,West,17.3,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3521481,Source1,3,2016-06-10T10:14:35Z,2016-06-10T16:14:35Z,42.09194,-76.23288,42.06149,-76.14278,5.077,Between RT-434/Exit 65 and RT-434/RT-17C/Exit 66 - Accident.,Southern Tier Expy E,Apalachin,Tioga,NY,13732,US,US/Eastern,KBGM,2016-06-10T09:53:00Z,57,,49,30.08,10,NW,13.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5154596,Source1,2,2022-05-01T19:18:38Z,2022-05-02T20:09:39Z,36.187966,-95.940315,36.189625,-95.940331,0.115,Construction on HARVARD AVE near HOUSE 2450 Expect delays.,N Harvard Ave,Tulsa,Tulsa,OK,74115-3104,US,US/Central,KTUL,2022-05-01T18:53:00Z,73,73,41,29.22,10,ESE,8,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1197304,Source2,2,2021-01-12T19:26:44Z,2021-01-12T20:23:36Z,33.64529,-86.977005,,,0,Accident on US-78 Eastbound at AL-5.,AL-4 E,Graysville,Jefferson,AL,35073,US,US/Central,KBHM,2021-01-12T19:53:00Z,30,30,88,29.61,5,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2033664,Source2,2,2019-06-04T13:24:52Z,2019-06-04T14:41:06Z,37.341179,-122.220123,,,0,Lane blocked due to accident on CA-35 Skyline Blvd around Rapley Ranch Rd.,Skyline Blvd,Portola Valley,San Mateo,CA,94028,US,US/Pacific,KSQL,2019-06-04T13:47:00Z,77,77,47,29.9,10,NNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2391283,Source2,2,2018-12-11T17:36:55Z,2018-12-11T18:06:42Z,36.065819,-95.957901,,,0,Accident on Lewis Ave at 67th St.,E 67th St,Tulsa,Tulsa,OK,74136,US,US/Central,KRVS,2018-12-11T17:53:00Z,57,,40,30.02,10,South,11.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-7588103,Source1,2,2018-05-30T18:03:20Z,2018-05-31T00:03:20Z,38.90842,-94.77624,38.91599,-94.76758,0.7,At 119th St/Exit 220 - Accident. Left lane blocked.,US-169 N,Olathe,Johnson,KS,66062,US,US/Central,KOJC,2018-05-30T17:53:00Z,84.9,,49,29.64,10,WSW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3940957,Source1,2,2022-08-25T22:26:30Z,2022-08-25T22:57:00Z,25.57753444,-80.3655374,25.57981444,-80.3684974,0.243,Slow traffic on Caribbean Blvd from Florida's Tpke/SW 107th Ave to US-1/S Federal Hwy/S Dixie Hwy (Caribbean Blvd/SW 200th St) due to accident.,Caribbean Blvd,Miami,Miami-Dade,FL,33189-1202,US,US/Eastern,KHST,2022-08-25T22:55:00Z,81,81,93,30.03,10,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-5237647,Source1,2,2022-11-01T05:24:00Z,2022-11-01T06:52:04Z,29.924804,-95.200088,29.922735,-95.199954,0.143,Incident on E SAM HOUSTON TOLLWAY SB near W LAKE HOUSTON PKY Drive with caution.,E Sam Houston Tollway S,Houston,Harris,TX,77044,US,US/Central,KIAH,2022-11-01T05:11:00Z,61,61,93,29.96,7,SSE,10,0,T-Storm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-717574,Source2,2,2022-02-08T15:06:48Z,2022-02-08T16:07:24Z,36.072128,-86.732887,,,0,Crash on Edmondson Pike at Whispering Hills Dr.,Blackman Rd,Nashville,Davidson,TN,37211-5138,US,US/Central,KBNA,2022-02-08T14:53:00Z,57,57,27,29.47,10,SSW,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7574389,Source1,2,2018-06-22T09:38:08Z,2018-06-22T15:38:08Z,39.76646,-104.99875,39.770156,-104.991504,0.462,At Park Ave/Exit 213 - Accident.,Inca St,Denver,Denver,CO,80211,US,US/Mountain,KBJC,2018-06-22T10:15:00Z,71.6,,29,30.05,30,West,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3986374,Source1,2,2022-07-09T10:06:00Z,2022-07-09T14:16:59Z,34.97939,-90.915565,34.969228,-90.966796,2.984,Stationary traffic on I-40 W - US-63 W from AR-261/Exit 233 (I-40) to AR-78/Exit 221 (I-40) due to accident.,I-40,Palestine,St Francis,AR,72372,US,US/Central,KUTA,2022-07-09T10:15:00Z,91,91,66,29.75,10,SSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3555159,Source1,2,2016-07-22T10:33:46Z,2016-07-22T12:30:00Z,34.05555,-118.00372,34.05154,-118.00598,0.306,At Valley Blvd - Accident.,I-605 S,La Puente,Los Angeles,CA,91746,US,US/Pacific,KEMT,2016-07-22T10:45:00Z,91.4,,26,29.96,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2237635,Source2,3,2019-03-25T16:51:12Z,2019-03-25T19:51:12Z,41.227421,-95.957008,,,0,2 left lane blocked due to accident on I-480 Eastbound at Exit 452C I-80.,I-80 E,Omaha,Douglas,NE,68105,US,US/Central,KOMA,2019-03-25T16:52:00Z,51.1,,56,30.32,10,North,5.8,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5530587,Source1,2,2021-07-02T16:35:30Z,2021-07-02T17:25:30Z,38.297912,-81.565532,38.313758,-81.552761,1.295,Slow traffic on I-77 N - I-64 W from WV-94/Exit 89 (I-64/I-77) to US-60/Exit 96 (I-64/I-77) due to accident.,I-64 W,Charleston,Kanawha,WV,25304,US,US/Eastern,KCRW,2021-07-02T16:54:00Z,75,75,48,28.87,10,NNW,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2961892,Source2,3,2018-03-22T18:07:24Z,2018-03-22T19:06:31Z,40.036041,-83.124031,,,0.670000016689301,Entry ramp to I-270 Northbound from Cemetery Rd Eastbound closed due to incident.,Outerbelt N,Hilliard,Franklin,OH,43026,US,US/Eastern,KOSU,2018-03-22T17:53:00Z,41,35.2,43,30.26,10,NNW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4613426,Source1,2,2022-12-23T16:05:30Z,2022-12-23T18:23:00Z,39.412801,-84.152763,39.432737,-84.07439,4.404,Slow traffic on I-71 N from OH-48/Exit 28 (I-71) to Wilmington Rd/Exit 36 (I-71) due to accident.,I-71,Lebanon,Warren,OH,45036,US,US/Eastern,KMGY,2022-12-23T15:53:00Z,-2,-24,69,28.89,1,WSW,18,0,N/A Precipitation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-90238,Source2,3,2016-08-16T20:44:56Z,2016-08-16T21:29:56Z,34.048008,-117.307106,,,0,One lane blocked due to accident on I-215 Southbound near Exit 39 Washington St.,I-215 S,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2016-08-16T20:50:00Z,87.8,,21,29.87,7,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4712421,Source1,2,2022-08-24T17:42:00Z,2022-08-24T18:57:59Z,29.96939,-81.538151,29.970625,-81.538584,0.089,Incident on SR-16 near SR-13 Expect delays.,State Road 16,Saint Augustine,St. Johns,FL,32092-2116,US,US/Eastern,KSGJ,2022-08-24T17:56:00Z,,,,,10,E,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1376245,Source2,3,2020-07-03T12:55:10Z,2020-07-03T13:54:50Z,33.494347,-84.644501,,,0,Right lane blocked and right hand shoulder blocked due to accident on I-85 Southbound at Exit 56 Collinsworth Rd.,I-85 S,Palmetto,Coweta,GA,30268,US,US/Eastern,KFFC,2020-07-03T12:53:00Z,90,90,48,29.13,10,ENE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4642453,Source1,2,2022-02-03T22:01:00Z,2022-02-03T22:46:30Z,40.048942,-74.997872,40.040677,-75.005525,0.7,Stationary traffic on The Officers O'Hanlon and Lorenzo Memorial Hwy - I-95 S from PA-63/Woodhaven Rd/Exit 35 (I-95) to Cottman Ave/Exit 30 (I-95) due to accident.,I-95 S,Philadelphia,Philadelphia,PA,19114,US,US/Eastern,KPNE,2022-02-03T21:54:00Z,52,52,93,29.91,10,SSW,8,0.02,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5734258,Source1,2,2021-11-26T21:30:28Z,2021-11-27T02:18:33Z,43.201415,-73.48671,43.225496,-73.488725,1.667,Incident on NY-40 NB near COUNTY FARM RD Road closed. Take alternate route.,State Route 40,Argyle,Washington,NY,12809-3475,US,US/Eastern,KGFL,2021-11-26T21:17:00Z,32,25,88,29.21,3,NW,8,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3877782,Source1,2,2022-09-30T21:03:00Z,2022-09-30T21:29:32Z,32.83711,-97.040323,32.838174,-97.051373,0.646,Slow traffic on Airport Fwy W - TX-183 W from Valley View Ln (TX-183) to TX-360 (TX-183) due to accident.,Airport Fwy W,Irving,Tarrant,TX,75062,US,US/Central,KDFW,2022-09-30T20:53:00Z,70,70,41,29.33,10,SE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2383580,Source2,3,2018-12-06T19:03:01Z,2018-12-06T19:32:41Z,32.1954,-110.977951,,,0,Right lane blocked due to accident on I-10 Eastbound at 12th Ave.,S 12th Ave,Tucson,Pima,AZ,85713,US,US/Mountain,KTUS,2018-12-06T18:53:00Z,55,,86,30.04,10,NW,9.2,0.04,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3598112,Source1,4,2017-04-08T13:16:09Z,2017-04-08T19:16:09Z,35.50153,-80.8669,35.51163,-80.86563,0.701,Closed between Griffith St/Exit 30 and Iredell/Mecklenburg Co Line - Road closed due to accident.,I-77 N,Davidson,Mecklenburg,NC,28036,US,US/Eastern,KJQF,2017-04-08T12:50:00Z,62.6,,24,30.14,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2593155,Source2,3,2018-09-19T15:51:04Z,2018-09-19T16:20:39Z,39.910503,-86.269829,,,0,Center lane closed due to accident on I-465 Northbound at Exit 23 86th St.,I-465 S,Indianapolis,Marion,IN,46278,US,US/Eastern,KEYE,2018-09-19T15:53:00Z,90,,50,29.96,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-380042,Source2,2,2017-03-01T11:20:09Z,2017-03-01T11:49:55Z,39.956806,-76.735603,,,0,Accident on Princess St at Penn St.,W Princess St,York,York,PA,17401-3838,US,US/Eastern,KTHV,2017-03-01T11:20:00Z,61,,97,29.62,8,Variable,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7283566,Source1,2,2020-01-05T15:59:00Z,2020-01-05T17:29:00Z,41.25814,-112.02272,41.25814,-112.02272,0,At Pioneer Rd/Exit 346 - Accident.,I-15 N,Ogden,Weber,UT,84404,US,US/Mountain,KOGD,2020-01-05T15:53:00Z,34,29,73,25.75,10,ESE,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2082487,Source2,2,2019-05-31T05:26:16Z,2019-05-31T06:40:57Z,34.002079,-117.834862,,,0,Right hand shoulder blocked due to accident on CA-57 Southbound before CA-60 .,CA-57 S,Walnut,Los Angeles,CA,91789,US,US/Pacific,KPOC,2019-05-31T06:47:00Z,55,55,94,28.84,2,CALM,0,,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-6475572,Source1,2,2021-02-05T01:06:15Z,2021-02-05T03:03:15Z,29.930716,-95.299197,29.931056,-95.299057,0.025,Incident on EASTEX FWY NB near FROST ST Drive with caution.,Aldine Bender Rd,Humble,Harris,TX,77396,US,US/Central,KIAH,2021-02-05T00:53:00Z,56,56,53,29.8,10,NNE,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
